timestamps,TP9,AF7,AF8,TP10,Right AUX
1676160124.477,110.352,-16.602,-51.758,84.961,0.000
1676160124.481,101.074,-20.020,-69.336,112.305,0.000
1676160124.485,151.855,-18.555,-74.219,219.727,0.000
1676160124.489,182.129,-10.254,-48.828,220.703,0.000
1676160124.493,116.211,-14.160,-50.293,109.863,0.000
1676160124.497,57.129,-29.785,-83.008,56.152,0.000
1676160124.501,123.535,-22.949,-72.754,172.363,0.000
1676160124.505,147.949,-16.113,-61.523,207.031,0.000
1676160124.509,89.355,-13.184,-64.453,91.797,0.000
1676160124.512,62.988,-14.160,-70.801,43.457,0.000
1676160124.516,113.281,-16.602,-67.383,147.461,0.000
1676160124.520,140.625,-16.113,-62.012,206.543,0.000
1676160124.524,103.516,-12.695,-62.500,125.977,0.000
1676160124.528,43.945,-20.996,-80.566,27.832,0.000
1676160124.532,53.223,-33.203,-93.750,68.848,0.000
1676160124.536,125.488,-23.926,-76.172,191.406,0.000
1676160124.540,87.891,-29.297,-90.332,136.719,0.000
1676160124.544,8.789,-39.062,-112.793,-7.324,0.000
1676160124.547,17.090,-35.156,-102.539,14.648,0.000
1676160124.552,61.035,-33.203,-102.051,115.723,0.000
1676160124.555,52.246,-36.621,-111.328,101.562,0.000
1676160124.559,0.977,-34.668,-103.027,-1.953,0.000
1676160124.563,-3.906,-34.668,-97.656,-5.371,0.000
1676160124.567,25.879,-41.992,-116.699,74.707,0.000
1676160124.571,44.434,-41.504,-119.629,101.074,0.000
1676160124.575,-13.184,-41.992,-124.512,3.418,0.000
1676160124.579,-28.809,-35.156,-117.188,-33.203,0.000
1676160124.583,12.695,-43.945,-117.676,51.758,0.000
1676160124.587,-9.277,-64.941,-152.832,57.129,0.000
1676160124.590,-14.648,-50.781,-133.789,-4.883,0.000
1676160124.594,-25.879,-38.086,-116.699,-69.824,0.000
1676160124.598,-19.043,-45.410,-127.441,-19.531,0.000
1676160124.602,8.789,-52.246,-138.672,44.922,0.000
1676160124.606,8.301,-43.457,-124.512,23.438,0.000
1676160124.610,-39.062,-39.551,-109.863,-58.105,0.000
1676160124.614,-53.223,-45.410,-119.141,-53.223,0.000
